ISBN,Title,Author,Date Published,MSRP,New,Used
0897780620,The story of Williams electric trains,"Hubbard, John",1987,34.03,231.87,33.44
0934580227,K-line Collector's Guide: Trains 1985-1998,Mondy Lamb,1999,59.95,120.49,33.24
9780615951560,Railroaders: Jack Delano's Homefront Photography,"Holzhueter, Mr. Jack",2014,0.00,42.46,30.05
9781941500583,The Ward Kimball: The Story Of Disneyland Engine No. 5,"Degaetano, Steve",2015,0.00,19.95,30.01
9780814206096,"The Passenger Train in the Motor Age: California's Rail and Bus Industries, 1910-1941 (Historical Perspectives on Business Enterprise)","Thompson, Gregory Lee",1993,50,27.75,30.01
0897785177,Greenberg's Guide to Lionel Trains 1987-1995: Motive Power and Rolling Stock : Richard Kughn Era,"Solly, Mike",2002,44.95,78.9,29.9
0964035618,Boston and Albany: The New York Central in New England Volume 1,"Jones, Robert Willoughby",1997,280.44,103.47,29.5
9780896895416,"Collector's Guide to Postwar Lionel Trains, 1945-1969","Doyle, David",2007,19.99,47.48,29.25
9781550460223,Railway Stratford,"Robinson, Dean",1989,32.5,225.26,28.02
9780875803166,"Main Lines: Rebirth of the North American Railroads, 1970–2002 (Railroads in America)","Saunders Jr., Richard",2003,49,57.18,27.2
9781550460025,Engine Houses and Turntables on Canadian Railways 1850-1950,"Bush, Edward",1991,28,38.0,26.19
0897785037,"Greenberg's Guide to Lionel Trains, 1945-1969: Motive Power and Rolling Stock","Ambrose, Paul V.",1996,27.98,67.59,25.95
1878887106,Delaware & Hudson in Color,"Sweetland, David R.",1992,35,30.94,25.9
9781733969109,Selling Americans on America: Journey into a Troubled Nation,"Souter, Gerry",2019,0.00,20.21,25.5
9781421403021,Grand Central's Engineer: William J. Wilgus and the Planning of Modern Manhattan (The Johns Hopkins University Studies in Historical and Political Science),"Schlichting, Kurt C.",2012,52.95,80.72,25.09
0803839413,"Keeping the railroads running;: Fifty years on the New York Central, an autobiography, and a review of the railroad crisis today,","Borntrager, Karl A",1974,0.00,66.24,24.41
9781933600055,Inside The Lionel Trains Fun Factory: The History of a Manufacturing Icon and The Place Where Childhood Dreams Were Made,Robert J. Osterhoff,2008,27.15,31.5,23.98
0897783190,"Greenberg's Guide to Lionel Trains, 1945-1969, Vol. 6, Accessories",Alan Stewart,1994,39.95,63.07,23.29
9781584799948,Grand Central Terminal: 100 Years of a New York Landmark,"Robins, Anthony W.",2013,25,30.31,21.49
9780271020563,"Set Up Running: The Life of a Pennsylvania Railroad Engineman, 1904–1949 (Keystone Books)","Orr, John W.",2003,45.95,62.51,20.95
1883089476,New York Central's Stations and Terminals,"Doughty, Geoffrey H.",2022,43.94,50.75,19.99
1883089476,New York Central's Stations and Terminals,"Doughty, Geoffrey H.",2022,43.94,50.75,19.99
0871085232,The Country Railroad Station in America,"Grant, H. Roger",1978,3.19,50.7,19.49
0442212097,"Greenberg's Price Guide, American Flyer S Gauge","Paul G., James D. Walsh, Linda F. Greenberg, Bruce C. Greenberg Yorkis",1980,78.88,99.8,19.48
9780801985089,Lionel: A Collector's Guide and History : Postwar (Lionel Collector's Guide),"McComas, Tom",1993,19.95,21.75,18.0
9780873492324,Getting Started in Garden Railroading: Build the Railroad of Your Dreams... in Your Own Backyard,"Miller, Allan W.",2001,24.95,66.4,16.74
9781467105606,Railroads of New York's Capital District (Images of Rail),"Starr, Timothy",2021,0.00,15.39,15.99
9780897781930,"Greenberg's Guide to Lionel Trains, 1945-1969","Greenberg, Bruce C.",1991,39.95,106.8,15.99
1883089174,The President Travels by Train: Politics and Pullmans,"Withers, Bob",1996,49.95,28.23,15.7
9780943549972,When the Railroad Leaves Town: American Communities in the Age of Rail Line Abandonment,Joseph P. Schwieterman,2001,38.5,26.97,15.55
0960546081,Saving Union Station: An inside look at historic preservation,"Finnegan, Thomas",1988,17.95,0.0,15.0
9780801985072,A Collector's Guide and History to Lionel Trains: Prewar O Gauge (Lionel Collector's Guide),"McComas, Tom",1993,19.95,37.75,14.93
9780738565040,Railroads Of Rensselaer (images Of Rail),Ernie Mann,2009,21.99,17.27,14.66
9780815604556,Delaware and Hudson (New York State Series),"Shaughnessy, Jim",1997,39.95,23.75,14.3
0804717311,American Narrow Gauge Railroads,"Hilton, George",1990,95,25.5,14.19
9781891468155,"Steamtown National Historic Site, the Nation's Living Railroad System",R. Patrick McKnight,2001,0.00,29.72,14.04
9780764351273,Smoke Over Steamtown,Livesey,2016,0.00,27.32,14.02
0253342198,Perfecting the American Steam Locomotive (Railroads Past and Present),"Lamb, J. Parker",2003,29.99,32.05,13.99
9780253342195,Perfecting the American Steam Locomotive (Railroads Past and Present),"Lamb, J. Parker",2003,29.99,32.05,13.99
9781627005876,Real Stories of The Rails,Trains Magazine,2019,24.99,19.58,13.84
1586635743,American Flyer: Classic Toy Trains,"Souter, Gerry",2002,35,72.43,13.72
9780961487683,"Railroad Timetables, Travel Brochures & Posters: A History and Guide for Collectors","Lomazzi, Brad S.",1995,49.95,43.35,13.28
9780760308950,Caboose,"Solomon, Brian",2001,34.95,51.6,12.92
9780970354440,An American Journey: Images of Railroading During the Depression,"Vandercook, Mark S.",2001,10.09,33.17,12.85
0801827221,The American Railroad Passenger Car (Johns Hopkins Studies in the History of Technology) (Part 1),"White Jr., John H.",1985,40,43.99,12.71
9780873418669,"The Large-Scale Model Railroading Handbook, 2nd Edition","Schleicher, Robert",2000,23.95,50.25,12.56
9780967612508,Cincinnati Union Terminal: The Design and Construction of an Art Deco Masterpiece,"Yungblut, Gibson",1999,39.95,83.95,12.47
0967612500,Cincinnati Union Terminal: The Design and Construction of an Art Deco Masterpiece,"Yungblut, Gibson",1999,39.95,83.95,12.47
9780760313602,Railroad Signaling,"Solomon, Brian",2003,36.95,34.49,11.94
9781883789251,"O. & W.: The Long Life and Slow Death of the New York, Ontario and Western Railway",William F. Helmer,2000,15.95,16.95,11.89
9781402718557,American Flyer: Classic Toy Trains,Gerry Souter,2004,12.98,46.94,11.7
9780615115269,A Toy Train Story: The Remarkable History of M.T.H. Electric Trains,"Allen, Jacqueline Chaverini",2022,0.00,39.9,11.66
9780615115269,A Toy Train Story: The Remarkable History of M.T.H. Electric Trains,"Allen, Jacqueline Chaverini",2022,0.00,39.9,11.66
9780801985096,"Lionel: A Collectors Guide and History, Vol. 3: Standard Gauge",Tom McComas,1993,19.95,27.91,10.99
9780871164100,101 Classic Toy Trains: Best of the Postwar Years,"Carp, Roger",2010,24.95,20.44,10.8
9780801982309,The Large-Scale Model Railroading Handbook,"Schleicher, Robert",1992,1.99,59.66,10.62
0226074951,The Power of Steam: An Illustrated History,"Briggs, Asa",1982,0.00,70.9,10.41
0890241775,Manhattan Gateway: New York's Pennsylvania Station (Golden Years of Railroading),"Middleton, William D.",1996,44.95,56.95,10.22
9780826362490,Overhaul: A Social History of the Albuquerque Locomotive Repair Shops,"Flint, Richard",2021,0.00,16.49,10.21
0917896025,Lionel Trains: Standard of the World 1900-1943,National Tca Book Committee,1989,39.95,52.24,10.01
0870950533,The Streamline Era,Robert Carroll Reed,2000,19.95,60.74,9.92
9781930098251,Bridging the Hudson: The Poughkeepsie Railroad Bridge & Its Connecting Rail Lines,Carleton Mabee,2001,9.87,24.0,9.75
0760306206,The American Toy Train,"Souter, Gerry",1999,29.95,18.9,9.7
9780760306208,The American Toy Train,"Souter, Gerry",1999,29.95,18.9,9.7
0850453194,Railways at war,"Westwood, J. N",1980,0.00,0.0,9.6
0897781716,Greenberg's American Toy Trains: From 1900 With Current Values!,"Mallerich, Dallas J.",2001,7.12,89.65,9.5
0890240280,When the Steam Railroads Electrified,William D. Middleton,1974,0.00,87.75,9.17
0897783999,Realistic Railroading With Toy Trains: Building The O Gauge Hi-rail Jl/atsf Railway,Joe Lesser,1995,17.95,39.11,9.15
9780801865107,"Grand Central Terminal: Railroads, Engineering, and Architecture in New York City","Schlichting, Kurt C.",2001,34,25.64,9.02
0803216629,Men of the Steel Rails,"Ducker, James H.",1983,1.99,18.84,8.91
9780871164445,Amtrak: An American Story,"Amtrak, The staff of",2011,14.41,28.17,8.68
9780760335871,The Cars of Pullman,"Welsh, Joe",2010,29.14,46.01,8.64
9780801985102,A Collector's Guide and History to Lionel Trains: 1970-1980 (Lionel Collector's Guide),"McComas, Tom",1993,19.95,19.75,8.5
9780925436054,Building a Lima Locomotive: The Steam Locomotive Construction Process of Lima Locomotive Works During 1924,"Trostel, Scott D.",1990,20.95,23.91,8.24
9780925436054,Building a Lima Locomotive: The Steam Locomotive Construction Process of Lima Locomotive Works During 1924,"Trostel, Scott D.",1990,20.95,23.91,8.24
9780760318577,"Travel by Pullman: A Century of Service, 1865-1969","Welsch, Joe",2004,34.95,65.89,8.17
0804690030,Main Line to Oblivion : The Disintegration of New York Railroads in the Twentieth Century (Kennikat Press national university publications. Series in American studies),"Carson, Robert Barry",1971,1.99,0.0,8.14
0486238180,"A History of the American Locomotive: Its Development, 18301880 (Trains)","White Jr., John H.",1980,0.00,71.9,7.98
9780764354939,Trains: Photography of A. Aubrey Bodine,"Bodine, Jennifer B.",2018,29.99,23.31,7.72
0681460644,Railroads across America,"Del Vecchio, Michael J",1999,0.00,7.93,7.58
0760305056,Lionel: America's Favorite Toy Trains,"Souter, Gerry & Janet",2000,29.95,55.96,7.51
0870950711,"Grand Central, the World's Greatest Railway Terminal",William D. Middleton,1977,32.95,59.17,7.43
9781856482226,BRITISH STEAM RAILWAY LOCOMOTIVE 1925-65,O S Nock:,1995,0.00,93.66,7.43
9780253347572,The Men Who Loved Trains: The Story of Men Who Battled Greed to Save an Ailing Industry,Rush Loving Jr.,2006,17.95,42.09,7.36
0801850479,"The Baldwin Locomotive Works, 1831-1915: A Study in American Industrial Practice (Studies in Industry and Society)","Brown, Professor John K.",1995,0.00,56.67,7.28
0300007647,"The Railroad Station, An Architectural History",Carroll L. V. Meeks,1978,0.00,103.44,7.18
0760315787,North American Railyards,"Rhodes, Michael",2003,36.95,43.95,6.95
9780670023110,America's Great Railroad Stations,"Straus, Roger",2011,28.98,31.66,6.89
0932052193,"Fairy Tale Railroad: The Mohawk and Malone - From the Mohawk, through the Adirondacks to the St. Lawrence","Harter, Henry",1979,0.00,79.7,6.81
9780801985119,Lionel: A Collector's Guide and History : The Archives (Lionel Collector's Guide),"McComas, Tom",1993,19.95,21.75,6.75
9780883940815,The Trains We Rode,"Beebe, Lucius",1991,29.98,31.43,6.62
9780883940815,The Trains We Rode,"Beebe, Lucius",1991,29.98,31.43,6.62
0760303770,Classic American Streamliners,"Schafer, Mike",1997,29.95,38.17,6.55
9780762412600,"Train Stations: Whistle Stops, Rail Stations, and Train Depots of North America","Mitchell, Alexander D.",2002,0.00,7.71,6.48
9780765199416,Railway Stations,"Sheppard, Charles",1996,0.00,10.73,6.48
9780738549286,The New York Central System (NY) (Images of Rail),"Leavy, Michael",2006,17.02,18.13,6.42
9781467125079,Strasburg Rail Road (Images of Rail),"Conner, Eric S.",2017,0.00,18.69,6.42
9781590344910,Grand Central Terminal: Gateway to New York City,"Stanley, Ed",2003,131.87,63.35,6.24
9780760334829,The Lionel Legend: An American Icon,"Schleicher, Robert",2008,40,36.11,6.13
9780883940792,The Age of Steam,"Beebe, Lucius",2005,14.98,18.46,6.04
0471143898,Great American Railroad Stations,"Greenstein Potter, Janet",1996,29.95,34.11,6.02
0801865417,"The Railroad Passenger Car: An Illustrated History of the First Hundred Years, with Accounts by Contemporary Passengers","Mencken, Professor August",2000,5.19,20.0,5.88
9780873417013,Fun With Toy Trains,"Schleicher, Robert",1999,23.95,11.99,5.83
9780801985126,"Lionel: A Collector's Guide and History : Advertising & Art, Vol. VI","McComas, Tom",1993,2.79,10.88,5.82
0486238180,"A History of the American Locomotive: Its Development, 18301880 (Trains)","White Jr., John H.",1980,0.00,92.48,5.78
9780871162083,FACES OF RAILROADING: Portraits of America's greatest industry,"Swanson, Carl A.",2004,29.95,7.99,5.77
9780785826804,Locomotive,"Solomon, Brian",2010,14.95,18.98,5.73
9780760311790,Modern Toy Trains (Enthusiast Color),"Souter, Gerry & Janet",2002,4.87,28.18,5.69
0905015045,Early Trains,"Morgan, Bryan",1986,3.98,35.46,5.6
0671075810,Encyclopedia of North American Railroads,"Klein, Aaron E.",1989,0.00,18.75,5.53
0760306664,The American Diesel Locomotive,"Solomon, Brian",2000,29.95,33.94,5.19
9780823006410,Christie's Toy Trains,"Marsh, Hugo",2002,0.00,26.97,5.09
9780823006410,Christie's Toy Trains,"Marsh, Hugo",2002,0.00,26.97,5.09
9780738502441,Yankees Baseball: The Golden Age (Images of America: New York),"Bak, Richard",1999,21.99,15.0,4.91
9781567995824,Railroad Stations (Great Architecture),"Solomon, Brian",2003,0.00,14.0,4.85
9781567999662,Lionel: A Century of Timeless Toy Trains,"Ponzol, Dan",2000,6.43,18.21,4.83
0897784391,The World's Greatest Toy Train Maker: Insiders Remember Lionel,"Carp, Roger",1997,25,33.32,4.69
9781435150041,Trains: An Illustrated History From Steam Locomotives to High-Speed Rail,"Tanel, Franco",2013,0.00,9.89,4.68
9780761121336,All Aboard!: The Story of Joshua Lionel Cowen & His Lionel Train Company,"Hollander, Ron",2000,24.95,34.3,4.59
9780896891203,"Collecting Toy Trains: An Identification & Value Guide, No. 4 (O'Brien's Collecting Toy Trains)","O'Brien, Richard",1991,24.95,21.99,4.58
9780760716274,Steam Locomotive: A Century of the North American Classics,"Boyd, Jim",2000,1.99,18.98,4.54
0894801848,All Aboard!: The Story of Joshua Lionel Cowen & His Lionel Train Company,"Hollander, Ron",1981,14.95,17.5,4.48
9780760716137,The Spirit of Steam - The Golden Age of North American Steam,"Withuhn, William L.",1995,0.00,18.9,4.45
9780760716137,The Spirit of Steam - The Golden Age of North American Steam,"Withuhn, William L.",1995,0.00,18.9,4.45
0871161982,Toy Train Memories,"Grams, John",2000,29.95,15.99,4.39
0871161982,Toy Train Memories,"Grams, John",2000,29.95,15.99,4.39
9780393047653,Grand Central: Gateway to a Million Lives,"Belle, John",1999,45,24.75,4.38
9780760300039,The American Train Depot & Roundhouse,"Halberstadt, Hans",1995,29.95,8.4,4.38
9780880293532,All Aboard: The Golden Age of American Rail Travel,"Yenne, Bill",1989,16.95,8.49,4.38
9781405475969,The Great Steam Trains: America's Great Smoking Iron Horses,Fredric Winkowski,2022,24.99,12.94,4.38
9780226776583,American Railroads (The Chicago History of American Civilization),"Stover, John F.",1997,19,9.49,4.38
9781567990874,The Encyclopedia of Trains & Locomotives,"Riley, C.J.",1899,0.00,22.33,4.37
0517304880,America's Colorful Railroads,"Don Ball, Jr.",1978,17.99,28.97,4.37
0517125579,The Pictorial Story of Railways,"Cornwell, E. L.",1988,4.99,79.54,4.37
9781567990874,The Encyclopedia of Trains & Locomotives,"Riley, C.J.",1899,0.00,22.33,4.37
9780670808892,Empire Express: Building the First Transcontinental Railroad,"Bain, David Haward",1999,0.00,17.99,4.37
9780896891203,"Collecting Toy Trains: An Identification & Value Guide, No. 4 (O'Brien's Collecting Toy Trains)","O'Brien, Richard",1991,24.95,22.98,4.24
0394518616,The Railroaders,"Leuthner, Stuart",1983,4.98,32.4,4.24
9780760705414,Great American Train Stations : Classic Terminals and Depots,Hans Halberstadt,1997,1.99,17.74,4.2
0897784472,Toy Train Collecting and Operating: An Introduction to the Hobby,"Grams, John",1999,6.5,10.9,4.09
0300030428,Metropolitan Corridor: Railroads and the American Scene,"Stilgoe, John R.",1983,40,39.56,4.0
9780195038538,"Railroads Triumphant: The Growth, Rejection, and Rebirth of a Vital American Force","Martin, Albro",1992,66,11.38,4.0
9780760305072,Vintage Diesel Locomotives (Enthusiast Color Series),"Schafer, Mike",1998,8.7,21.45,4.0
0517189283,Workin' on the Railroad,Richard Reinhardt,1988,3.99,36.28,4.0
9780765197368,All Aboard! The Railroad in American Life,"Douglas, George H.",1996,10.98,8.48,3.99
0600382680,The wonderful world of steam locomotives,"Whitehouse, P. B",1978,0.00,19.99,3.92
9780374532994,High Line: The Inside Story of New York City's Park in the Sky,"David, Joshua",2011,29.95,15.99,3.88
9781586631468,The Art of the Streamliner,Bob Johnston,2001,6.78,29.24,3.7
9780684846095,"Nothing Like It in the World: The Men Who Built the Transcontinental Railroad, 1863-1869","Ambrose, Stephen E.",2000,0.00,13.24,3.34
9780684846095,"Nothing Like It in the World: The Men Who Built the Transcontinental Railroad, 1863-1869","Ambrose, Stephen E.",2000,0.00,13.24,3.34
9780684846095,"Nothing Like It in the World: The Men Who Built the Transcontinental Railroad, 1863-1869","Ambrose, Stephen E.",2000,0.00,13.24,3.34
9780880297837,Celtic Art: The Methods of Construction (Dover Art Instruction),George Bain,1973,1.99,28.19,2.6
9781467105606,Railroads of New York's Capital District (Images of Rail),"Starr, Timothy",2021,0.00,0.0,0.0
9781467106061,New York Central's St. Lawrence Division: 1940-1960 (Images of Rail),"Hilborn, Allen",2021,0.00,0.0,0.0
9780738557540,East Broad Top Railroad (Images of Rail: Pennsylvania),"Springirth, Kenneth C.",2008,11.04,0.0,0.0
9781467104913,Steamtown National Historic Site (Images of Rail),"Azzarelli, Margo L.",2020,0.00,0.0,0.0
9780972070980,The New York Central In The Adirondacks,John M. Ham,,0.00,0.0,0.0
9781883789206,"Rip Van Winkle Railroads: Canajoharie & Catskill R.R., Catskill Mountain Ry., Otis Elevating Ry., Catskill & Tannersville Ry","Helmer, William F.",1999,9.74,0.0,0.0
