ISBN,Title,Author,Date Published,MSRP,New,Used
0894801848,All Aboard!: The Story of Joshua Lionel Cowen & His Lionel Train Company,"Hollander, Ron",1981,14.95,27.77,4.08
0894801848,All Aboard!: The Story of Joshua Lionel Cowen & His Lionel Train Company,"Hollander, Ron",1981,14.95,27.77,4.08
9780897783972,Beginner's Guide to Large Scale Model Railroading (Model Railroader),"Horovitz, Marc",1998,1.99,6.94,3.92
9780873492485,Getting Started With Lionel Trains: Your Introduction to Model Railroading Fun,"Miller, Allan W.",2001,9.98,14.3,3.9
9780738538327,Eleanor Roosevelt: A Hudson Valley Remembrance (NY) (Images of America),"Ghee, Joyce C.",2005,21.99,17.58,3.89
0762706147,Great American Rail Journeys (Broadcast Tie-Ins),"Grant, John",2000,1.99,8.38,2.6
9780738587806,Southern Railway's Historic Spencer Shops (Images of Rail),Larry K. Neal Jr.,2011,21.99,0.0,0.0
9780738565040,Railroads Of Rensselaer (images Of Rail),Ernie Mann,2009,21.99,0.0,0.0
9780738557540,East Broad Top Railroad (Images of Rail: Pennsylvania),"Springirth, Kenneth C.",2008,11.04,0.0,0.0
9780738557540,East Broad Top Railroad (Images of Rail: Pennsylvania),"Springirth, Kenneth C.",2008,11.04,0.0,0.0
9780738556529,Albany Revisited (Images of America: New York),"Rittner, Don",2008,21.99,0.0,0.0
9780738565040,Railroads Of Rensselaer (images Of Rail),Ernie Mann,2009,21.99,0.0,0.0
9780738556529,Albany Revisited (Images of America: New York),"Rittner, Don",2008,21.99,0.0,0.0
9780738587806,Southern Railway's Historic Spencer Shops (Images of Rail),Larry K. Neal Jr.,2011,21.99,0.0,0.0
9781467121118,Roanoke Locomotive Shops and the Norfolk & Western Railroad (Images of Rail),"McKinney, Wayne",2014,0.00,0.0,0.0
9780989634052,The Madison Hardware Story,Derek Thomas,2016,0.00,0.0,0.0
0897781201,Greenberg's Lionel Catalogue Book 1902-1922,Greenberg,1990,110,0.0,0.0
9780975858455,Welcome Aboard The Disneyland Railroad - Collector's Edition,Steve Degaetano,2016,0.00,0.0,0.0
9780975858455,Welcome Aboard The Disneyland Railroad - Collector's Edition,Steve Degaetano,2016,0.00,0.0,0.0
ISBN,Title,Author,Date Published,MSRP,New,Used
9780897783262,Greenberg's Guide to American Flyer S Gauge: Volume 3 - Sets,"Deger, Joe",1992,45.95,256.55,156.98
0933449097,The Lake Shore And Michigan Southern Railway,David Mclellan,1989,179.5,0.0,152.63
9780897782371,Greenberg's Marx Train Catalogues: Circa 1938-1975,"Floyd, Cindy Lee",1992,74.95,509.31,105.0
0911122079,The American Locomotive Company: A Centennial Remembrance,Richard T. Steinbrenner,2021,0.00,73.94,83.99
0897781317,"Greenberg's Guide to Marx Trains, Vol. 1",Eric J. Matzke,1989,29.95,148.52,74.24
0897781325,"Greenberg's Guide to Marx Trains, Vol. 2","Matzke, Eric",1990,32.95,170.88,73.94
1582480303,"Maine Central in Color, Vol. 2","Plant, Jeremy F.",1999,0.00,86.44,73.08
9780935796759,Railroads of the Adirondacks: A History,"Kudish, Michael",1996,44,347.7,68.0
9780897782302,Greenberg's Guide to Early American Toy Trains,W. Graham Claytor Jr.,1993,59.95,63.9,62.99
1582485267,Trackside Mohawk Valley 1955-2015 with Jack Wright,Jack Wright,2021,0.00,59.95,53.99
9780975858455,Welcome Aboard The Disneyland Railroad - Collector's Edition,Steve Degaetano,2016,0.00,33.98,52.9
9781563420061,Walt Disney's Railroad Story: The Small-Scale Fascination That Led to a Full-Scale Kingdom,"Broggie, Michael",1997,195,133.0,51.0
1582483086,"New York City Electrified Railroads in Color, Vol. 1: Lines Into Grand Central Terminal","Fazio, Alfred E.; Bridget M. Hodgson",2022,0.00,58.44,49.94
1582481512,"Trackside Around Cleveland 1965-1979, With Dave McKay",Dave McKay,2005,0.00,61.86,49.49
0897780779,Greenberg Guide to Lionel Paper and Other Collectibles,"Osterhoff, Robert J.",1989,29.95,0.0,47.98
9780801844041,The American Railroad Freight Car: From the Wood-Car Era to the Coming of Steel,"White Jr., Professor John H.",1993,127,108.88,46.0
9780911581607,Trains to Victory: America's Railroads in WWII,"Heimburger, Donald J.",2009,54.94,55.75,45.22
1582481288,"Delaware & Hudson in Color, Vol. 3: D&H in the Diesel Years",Jeremy F. Plant,2004,0.00,69.08,44.49
1582481288,"Delaware & Hudson in Color, Vol. 3: D&H in the Diesel Years",Jeremy F. Plant,2004,0.00,69.08,44.49
9780801852367,The American Railroad Freight Car: From the Wood-Car Era to the Coming of Steel,"White Jr., John H.",1995,49.95,85.49,44.09
0964035626,"Boston and Albany: The New York Central in New England, Volume II (The New York Central in New England, 2)","Jones, Robert Willoughby; foreword by Robert A. Buck",1997,732.2,68.99,42.5
1582482608,"Nickel Plate Road In Color, Vol. 1: 1946-1959",Stephen M. Timko,2009,0.00,59.95,42.49
1878887270,"Delaware and Hudson in Color, Vol. 2","Plant, Jeremy",1993,0.00,102.47,40.97
9780500544860,Jim Shaughnessy Essential Witness: Sixty Years of Railroad Photography,"Shaughnessy, Jim",2017,60,43.44,37.7
9780911581485,A.C. Gilbert's Famous American Flyer Trains,"Nelson, Paul C.",1999,42.94,84.04,36.0
1582480435,Baltimore and Ohio Steam in Color,"Mainey, David T",2021,35.95,35.69,35.0
1582482934,"Delaware & Hudson in Color, Vol. 4",Tom Seaman,2010,0.00,63.0,34.94
0897780620,The story of Williams electric trains,"Hubbard, John",1987,34.03,231.87,33.44
0934580227,K-line Collector's Guide: Trains 1985-1998,Mondy Lamb,1999,59.95,120.49,33.24
9780615951560,Railroaders: Jack Delano's Homefront Photography,"Holzhueter, Mr. Jack",2014,0.00,42.46,30.05
9781941500583,The Ward Kimball: The Story Of Disneyland Engine No. 5,"Degaetano, Steve",2015,0.00,19.95,30.01
9780814206096,"The Passenger Train in the Motor Age: California's Rail and Bus Industries, 1910-1941 (Historical Perspectives on Business Enterprise)","Thompson, Gregory Lee",1993,50,27.75,30.01
0897785177,Greenberg's Guide to Lionel Trains 1987-1995: Motive Power and Rolling Stock : Richard Kughn Era,"Solly, Mike",2002,44.95,78.9,29.9
0964035618,Boston and Albany: The New York Central in New England Volume 1,"Jones, Robert Willoughby",1997,280.44,103.47,29.5
9780896895416,"Collector's Guide to Postwar Lionel Trains, 1945-1969","Doyle, David",2007,19.99,47.48,29.25
9781550460223,Railway Stratford,"Robinson, Dean",1989,32.5,225.26,28.02
9780875803166,"Main Lines: Rebirth of the North American Railroads, 1970–2002 (Railroads in America)","Saunders Jr., Richard",2003,49,57.18,27.2
9781550460025,Engine Houses and Turntables on Canadian Railways 1850-1950,"Bush, Edward",1991,28,38.0,26.19
0897785037,"Greenberg's Guide to Lionel Trains, 1945-1969: Motive Power and Rolling Stock","Ambrose, Paul V.",1996,27.98,67.59,25.95
1878887106,Delaware & Hudson in Color,"Sweetland, David R.",1992,35,30.94,25.9
9781733969109,Selling Americans on America: Journey into a Troubled Nation,"Souter, Gerry",2019,0.00,20.21,25.5
9781421403021,Grand Central's Engineer: William J. Wilgus and the Planning of Modern Manhattan (The Johns Hopkins University Studies in Historical and Political Science),"Schlichting, Kurt C.",2012,52.95,80.72,25.09
0803839413,"Keeping the railroads running;: Fifty years on the New York Central, an autobiography, and a review of the railroad crisis today,","Borntrager, Karl A",1974,0.00,66.24,24.41
9781933600055,Inside The Lionel Trains Fun Factory: The History of a Manufacturing Icon and The Place Where Childhood Dreams Were Made,Robert J. Osterhoff,2008,27.15,31.5,23.98
0897783190,"Greenberg's Guide to Lionel Trains, 1945-1969, Vol. 6, Accessories",Alan Stewart,1994,39.95,63.07,23.29
9781584799948,Grand Central Terminal: 100 Years of a New York Landmark,"Robins, Anthony W.",2013,25,30.31,21.49
9780271020563,"Set Up Running: The Life of a Pennsylvania Railroad Engineman, 1904–1949 (Keystone Books)","Orr, John W.",2003,45.95,62.51,20.95
1883089476,New York Central's Stations and Terminals,"Doughty, Geoffrey H.",2022,43.94,50.75,19.99
1883089476,New York Central's Stations and Terminals,"Doughty, Geoffrey H.",2022,43.94,50.75,19.99
0871085232,The Country Railroad Station in America,"Grant, H. Roger",1978,3.19,50.7,19.49
0442212097,"Greenberg's Price Guide, American Flyer S Gauge","Paul G., James D. Walsh, Linda F. Greenberg, Bruce C. Greenberg Yorkis",1980,78.88,99.8,19.48
9780801985089,Lionel: A Collector's Guide and History : Postwar (Lionel Collector's Guide),"McComas, Tom",1993,19.95,21.75,18.0
9780873492324,Getting Started in Garden Railroading: Build the Railroad of Your Dreams... in Your Own Backyard,"Miller, Allan W.",2001,24.95,66.4,16.74
9781467105606,Railroads of New York's Capital District (Images of Rail),"Starr, Timothy",2021,0.00,15.39,15.99
9780897781930,"Greenberg's Guide to Lionel Trains, 1945-1969","Greenberg, Bruce C.",1991,39.95,106.8,15.99
1883089174,The President Travels by Train: Politics and Pullmans,"Withers, Bob",1996,49.95,28.23,15.7
9780943549972,When the Railroad Leaves Town: American Communities in the Age of Rail Line Abandonment,Joseph P. Schwieterman,2001,38.5,26.97,15.55
0960546081,Saving Union Station: An inside look at historic preservation,"Finnegan, Thomas",1988,17.95,0.0,15.0
9780801985072,A Collector's Guide and History to Lionel Trains: Prewar O Gauge (Lionel Collector's Guide),"McComas, Tom",1993,19.95,37.75,14.93
9780738565040,Railroads Of Rensselaer (images Of Rail),Ernie Mann,2009,21.99,17.27,14.66
9780815604556,Delaware and Hudson (New York State Series),"Shaughnessy, Jim",1997,39.95,23.75,14.3
0804717311,American Narrow Gauge Railroads,"Hilton, George",1990,95,25.5,14.19
9781891468155,"Steamtown National Historic Site, the Nation's Living Railroad System",R. Patrick McKnight,2001,0.00,29.72,14.04
9780764351273,Smoke Over Steamtown,Livesey,2016,0.00,27.32,14.02
0253342198,Perfecting the American Steam Locomotive (Railroads Past and Present),"Lamb, J. Parker",2003,29.99,32.05,13.99
9780253342195,Perfecting the American Steam Locomotive (Railroads Past and Present),"Lamb, J. Parker",2003,29.99,32.05,13.99
9781627005876,Real Stories of The Rails,Trains Magazine,2019,24.99,19.58,13.84
1586635743,American Flyer: Classic Toy Trains,"Souter, Gerry",2002,35,72.43,13.72
9780961487683,"Railroad Timetables, Travel Brochures & Posters: A History and Guide for Collectors","Lomazzi, Brad S.",1995,49.95,43.35,13.28
9780760308950,Caboose,"Solomon, Brian",2001,34.95,51.6,12.92
9780970354440,An American Journey: Images of Railroading During the Depression,"Vandercook, Mark S.",2001,10.09,33.17,12.85
0801827221,The American Railroad Passenger Car (Johns Hopkins Studies in the History of Technology) (Part 1),"White Jr., John H.",1985,40,43.99,12.71
9780873418669,"The Large-Scale Model Railroading Handbook, 2nd Edition","Schleicher, Robert",2000,23.95,50.25,12.56
9780967612508,Cincinnati Union Terminal: The Design and Construction of an Art Deco Masterpiece,"Yungblut, Gibson",1999,39.95,83.95,12.47
0967612500,Cincinnati Union Terminal: The Design and Construction of an Art Deco Masterpiece,"Yungblut, Gibson",1999,39.95,83.95,12.47
9780760313602,Railroad Signaling,"Solomon, Brian",2003,36.95,34.49,11.94
9781883789251,"O. & W.: The Long Life and Slow Death of the New York, Ontario and Western Railway",William F. Helmer,2000,15.95,16.95,11.89
9781402718557,American Flyer: Classic Toy Trains,Gerry Souter,2004,12.98,46.94,11.7
9780615115269,A Toy Train Story: The Remarkable History of M.T.H. Electric Trains,"Allen, Jacqueline Chaverini",2022,0.00,39.9,11.66
9780615115269,A Toy Train Story: The Remarkable History of M.T.H. Electric Trains,"Allen, Jacqueline Chaverini",2022,0.00,39.9,11.66
9780801985096,"Lionel: A Collectors Guide and History, Vol. 3: Standard Gauge",Tom McComas,1993,19.95,27.91,10.99
9780871164100,101 Classic Toy Trains: Best of the Postwar Years,"Carp, Roger",2010,24.95,20.44,10.8
9780801982309,The Large-Scale Model Railroading Handbook,"Schleicher, Robert",1992,1.99,59.66,10.62
0226074951,The Power of Steam: An Illustrated History,"Briggs, Asa",1982,0.00,70.9,10.41
0890241775,Manhattan Gateway: New York's Pennsylvania Station (Golden Years of Railroading),"Middleton, William D.",1996,44.95,56.95,10.22
9780826362490,Overhaul: A Social History of the Albuquerque Locomotive Repair Shops,"Flint, Richard",2021,0.00,16.49,10.21
0917896025,Lionel Trains: Standard of the World 1900-1943,National Tca Book Committee,1989,39.95,52.24,10.01
0870950533,The Streamline Era,Robert Carroll Reed,2000,19.95,60.74,9.92
9781930098251,Bridging the Hudson: The Poughkeepsie Railroad Bridge & Its Connecting Rail Lines,Carleton Mabee,2001,9.87,24.0,9.75
0760306206,The American Toy Train,"Souter, Gerry",1999,29.95,18.9,9.7
9780760306208,The American Toy Train,"Souter, Gerry",1999,29.95,18.9,9.7
0850453194,Railways at war,"Westwood, J. N",1980,0.00,0.0,9.6
0897781716,Greenberg's American Toy Trains: From 1900 With Current Values!,"Mallerich, Dallas J.",2001,7.12,89.65,9.5
0890240280,When the Steam Railroads Electrified,William D. Middleton,1974,0.00,87.75,9.17
0897783999,Realistic Railroading With Toy Trains: Building The O Gauge Hi-rail Jl/atsf Railway,Joe Lesser,1995,17.95,39.11,9.15
9780801865107,"Grand Central Terminal: Railroads, Engineering, and Architecture in New York City","Schlichting, Kurt C.",2001,34,25.64,9.02
0803216629,Men of the Steel Rails,"Ducker, James H.",1983,1.99,18.84,8.91
9780871164445,Amtrak: An American Story,"Amtrak, The staff of",2011,14.41,28.17,8.68
9780760335871,The Cars of Pullman,"Welsh, Joe",2010,29.14,46.01,8.64
9780801985102,A Collector's Guide and History to Lionel Trains: 1970-1980 (Lionel Collector's Guide),"McComas, Tom",1993,19.95,19.75,8.5
9780925436054,Building a Lima Locomotive: The Steam Locomotive Construction Process of Lima Locomotive Works During 1924,"Trostel, Scott D.",1990,20.95,23.91,8.24
